Order_ID,Ship_Mode,Ship_Date,Ship_ID
1404,REGULAR AIR,30.04.2011,SHP_1936
1405,REGULAR AIR,21.05.2011,SHP_1938
1406,REGULAR AIR,30.10.2011,SHP_1939
1407,DELIVERY TRUCK,21.07.2012,SHP_1940
1408,EXPRESS AIR,26.11.2009,SHP_1943
1409,REGULAR AIR,17.07.2012,SHP_1944
1410,REGULAR AIR,16.01.2010,SHP_1945
1411,REGULAR AIR,06.08.2010,SHP_1947
1412,REGULAR AIR,07.04.2012,SHP_1948
1413,REGULAR AIR,17.03.2012,SHP_1949
1414,REGULAR AIR,02.11.2009,SHP_1950
1415,REGULAR AIR,11.04.2011,SHP_1953
1416,EXPRESS AIR,09.01.2009,SHP_1955
1417,DELIVERY TRUCK,31.10.2012,SHP_1957
1418,REGULAR AIR,07.11.2009,SHP_1958
1419,DELIVERY TRUCK,10.09.2012,SHP_1961
1420,REGULAR AIR,14.08.2009,SHP_1962
1421,REGULAR AIR,02.08.2009,SHP_1963
1422,REGULAR AIR,19.09.2009,SHP_1965
1423,REGULAR AIR,26.12.2012,SHP_1967
1424,REGULAR AIR,11.09.2012,SHP_1969
1425,REGULAR AIR,14.08.2010,SHP_1970
1426,REGULAR AIR,06.10.2009,SHP_1972
1427,REGULAR AIR,22.10.2012,SHP_1973
1428,REGULAR AIR,16.03.2011,SHP_1974
1429,REGULAR AIR,25.05.2011,SHP_1976
1430,EXPRESS AIR,20.05.2009,SHP_1977
1431,REGULAR AIR,12.03.2011,SHP_1980
1432,EXPRESS AIR,20.05.2009,SHP_1982
1433,REGULAR AIR,11.08.2009,SHP_1983
1434,REGULAR AIR,13.09.2010,SHP_1985
1435,REGULAR AIR,09.06.2012,SHP_1986
1436,REGULAR AIR,27.02.2011,SHP_1987
1437,DELIVERY TRUCK,14.01.2012,SHP_5151
1438,EXPRESS AIR,03.04.2012,SHP_1989
1439,EXPRESS AIR,14.02.2011,SHP_1990
1440,EXPRESS AIR,25.10.2011,SHP_1991
1441,REGULAR AIR,31.07.2010,SHP_1992
1442,REGULAR AIR,16.10.2011,SHP_1993
1443,REGULAR AIR,08.05.2012,SHP_1994
1444,EXPRESS AIR,29.03.2012,SHP_1995
1445,REGULAR AIR,31.08.2012,SHP_1996
1446,REGULAR AIR,15.02.2011,SHP_1997
1447,REGULAR AIR,07.04.2010,SHP_2000
1448,REGULAR AIR,28.12.2011,SHP_2001
1449,EXPRESS AIR,11.10.2009,SHP_2002
1450,REGULAR AIR,01.08.2011,SHP_2003
1451,REGULAR AIR,17.02.2011,SHP_2005
1452,REGULAR AIR,06.09.2012,SHP_2007
1453,DELIVERY TRUCK,12.08.2012,SHP_2008
1454,REGULAR AIR,11.11.2012,SHP_2009
1455,REGULAR AIR,24.11.2009,SHP_2010
1456,REGULAR AIR,24.01.2010,SHP_2011
1457,REGULAR AIR,31.07.2010,SHP_2012
1458,REGULAR AIR,10.02.2010,SHP_2015
1459,REGULAR AIR,12.06.2011,SHP_2016
1460,REGULAR AIR,27.03.2012,SHP_2017
1461,REGULAR AIR,19.11.2012,SHP_2018
1462,REGULAR AIR,10.04.2010,SHP_2020
1463,REGULAR AIR,04.10.2010,SHP_2021
1464,EXPRESS AIR,28.01.2011,SHP_2022
1465,REGULAR AIR,20.12.2011,SHP_2025
1466,DELIVERY TRUCK,25.01.2011,SHP_2027
1467,REGULAR AIR,19.09.2010,SHP_2028
1468,EXPRESS AIR,30.12.2012,SHP_2029
1469,REGULAR AIR,11.07.2012,SHP_2030
1470,EXPRESS AIR,24.04.2011,SHP_2031
1471,REGULAR AIR,20.04.2012,SHP_2032
1472,REGULAR AIR,17.06.2011,SHP_2033
1473,REGULAR AIR,04.07.2011,SHP_2035
1474,REGULAR AIR,01.08.2009,SHP_2037
1475,REGULAR AIR,15.04.2011,SHP_2038
1476,REGULAR AIR,22.03.2012,SHP_2039
1477,REGULAR AIR,20.12.2012,SHP_2040
1478,REGULAR AIR,16.03.2009,SHP_2041
1479,REGULAR AIR,23.11.2010,SHP_2042
1480,REGULAR AIR,17.03.2010,SHP_2043
1481,REGULAR AIR,03.03.2010,SHP_2044
1482,REGULAR AIR,16.09.2011,SHP_2046
1483,REGULAR AIR,25.11.2010,SHP_2047
1484,DELIVERY TRUCK,16.09.2010,SHP_2049
1485,REGULAR AIR,09.08.2011,SHP_2051
1486,REGULAR AIR,04.04.2011,SHP_2052
1487,REGULAR AIR,26.08.2009,SHP_2053
1488,EXPRESS AIR,21.07.2010,SHP_2054
1489,REGULAR AIR,11.04.2009,SHP_2056
1490,REGULAR AIR,17.09.2009,SHP_2057
1491,DELIVERY TRUCK,06.04.2012,SHP_2060
1492,REGULAR AIR,24.02.2010,SHP_2062
1493,EXPRESS AIR,28.09.2012,SHP_2064
1494,REGULAR AIR,23.03.2010,SHP_2065
1495,DELIVERY TRUCK,21.10.2010,SHP_2066
1496,REGULAR AIR,22.03.2010,SHP_2067
1497,EXPRESS AIR,12.07.2012,SHP_2068
1498,EXPRESS AIR,10.04.2011,SHP_2069
1499,REGULAR AIR,08.02.2011,SHP_2070
1500,REGULAR AIR,20.10.2010,SHP_2072
1501,EXPRESS AIR,08.08.2010,SHP_2073
1502,REGULAR AIR,10.03.2012,SHP_2075
1503,REGULAR AIR,12.11.2012,SHP_2078
1504,REGULAR AIR,29.06.2009,SHP_2079
1505,REGULAR AIR,20.02.2009,SHP_2081
1506,REGULAR AIR,29.12.2010,SHP_2082
1507,REGULAR AIR,27.11.2010,SHP_2083
1508,REGULAR AIR,28.11.2009,SHP_2084
1509,REGULAR AIR,20.08.2012,SHP_2085
1510,REGULAR AIR,25.03.2009,SHP_2086
1511,REGULAR AIR,31.03.2012,SHP_2087
1512,EXPRESS AIR,17.12.2011,SHP_2088
1513,REGULAR AIR,28.08.2010,SHP_2090
1514,DELIVERY TRUCK,11.12.2011,SHP_2091
1515,REGULAR AIR,21.10.2012,SHP_2092
1516,REGULAR AIR,29.10.2011,SHP_2093
1517,REGULAR AIR,16.02.2012,SHP_2095
1518,REGULAR AIR,01.10.2010,SHP_2097
1519,DELIVERY TRUCK,18.11.2010,SHP_2098
1520,REGULAR AIR,11.11.2009,SHP_2099
1521,DELIVERY TRUCK,24.10.2009,SHP_2100
1522,EXPRESS AIR,16.08.2010,SHP_2103
1523,REGULAR AIR,19.10.2011,SHP_2104
1524,DELIVERY TRUCK,26.09.2012,SHP_2106
1525,REGULAR AIR,04.03.2011,SHP_2109
1526,REGULAR AIR,28.05.2010,SHP_2110
1527,REGULAR AIR,14.08.2010,SHP_4190
1528,REGULAR AIR,10.09.2010,SHP_2112
1529,REGULAR AIR,06.04.2009,SHP_2114
1530,EXPRESS AIR,29.01.2012,SHP_2116
1531,REGULAR AIR,24.02.2009,SHP_2118
1532,REGULAR AIR,02.09.2011,SHP_2119
1533,REGULAR AIR,21.12.2010,SHP_2121
1534,REGULAR AIR,26.03.2010,SHP_2122
1535,REGULAR AIR,25.05.2012,SHP_2123
1536,DELIVERY TRUCK,13.12.2009,SHP_2125
1537,REGULAR AIR,01.12.2010,SHP_2127
1538,REGULAR AIR,05.05.2011,SHP_2128
1539,EXPRESS AIR,17.02.2010,SHP_2129
1540,REGULAR AIR,22.04.2011,SHP_2131
1541,REGULAR AIR,16.07.2010,SHP_2132
1542,REGULAR AIR,15.02.2012,SHP_2133
1543,REGULAR AIR,15.09.2009,SHP_2134
1544,REGULAR AIR,13.09.2009,SHP_2136
1545,DELIVERY TRUCK,09.05.2012,SHP_2137
1546,REGULAR AIR,05.05.2009,SHP_2139
1547,REGULAR AIR,17.04.2011,SHP_2141
1548,REGULAR AIR,23.05.2009,SHP_2142
1549,REGULAR AIR,02.07.2010,SHP_2143
1550,REGULAR AIR,02.11.2012,SHP_2144
1551,EXPRESS AIR,18.07.2010,SHP_2145
1552,EXPRESS AIR,17.05.2012,SHP_2146
1553,REGULAR AIR,17.06.2009,SHP_2147
1554,REGULAR AIR,09.09.2012,SHP_2148
1555,REGULAR AIR,29.06.2010,SHP_2149
1556,REGULAR AIR,13.04.2009,SHP_2151
1557,REGULAR AIR,26.02.2011,SHP_2152
1558,EXPRESS AIR,20.02.2011,SHP_2153
1559,REGULAR AIR,18.08.2009,SHP_2154
1560,REGULAR AIR,09.07.2012,SHP_2155
1561,EXPRESS AIR,23.02.2010,SHP_2156
1562,REGULAR AIR,30.09.2010,SHP_2157
1563,REGULAR AIR,13.09.2009,SHP_2159
1564,REGULAR AIR,06.07.2009,SHP_2160
1565,REGULAR AIR,01.02.2012,SHP_2161
1566,EXPRESS AIR,18.10.2011,SHP_2162
1567,REGULAR AIR,02.02.2012,SHP_2163
1568,REGULAR AIR,11.02.2009,SHP_2164
1569,REGULAR AIR,23.05.2011,SHP_2165
1570,REGULAR AIR,25.09.2009,SHP_2166
1571,REGULAR AIR,12.01.2011,SHP_2168
1572,REGULAR AIR,23.07.2010,SHP_2169
1573,REGULAR AIR,27.04.2012,SHP_2170
1574,REGULAR AIR,22.12.2010,SHP_2172
1575,REGULAR AIR,05.10.2011,SHP_2173
1576,REGULAR AIR,23.02.2010,SHP_2174
1577,REGULAR AIR,08.10.2012,SHP_2175
1578,REGULAR AIR,12.04.2009,SHP_2176
1579,REGULAR AIR,09.03.2010,SHP_2179
1580,REGULAR AIR,31.07.2009,SHP_2180
1581,REGULAR AIR,08.12.2011,SHP_2186
1582,DELIVERY TRUCK,23.01.2009,SHP_2187
1583,REGULAR AIR,14.05.2010,SHP_2188
1584,REGULAR AIR,11.04.2012,SHP_2189
1585,REGULAR AIR,05.12.2010,SHP_2190
1586,REGULAR AIR,15.03.2011,SHP_2191
1587,EXPRESS AIR,18.06.2010,SHP_2192
1588,REGULAR AIR,10.05.2010,SHP_2194
1589,REGULAR AIR,24.06.2010,SHP_2195
1590,REGULAR AIR,10.02.2010,SHP_2196
1591,REGULAR AIR,03.05.2011,SHP_2198
1592,REGULAR AIR,26.12.2012,SHP_2200
1593,REGULAR AIR,29.05.2012,SHP_2203
1594,DELIVERY TRUCK,19.11.2010,SHP_2204
1595,REGULAR AIR,12.02.2009,SHP_2205
1596,REGULAR AIR,13.11.2012,SHP_2206
1597,REGULAR AIR,08.12.2009,SHP_2207
1598,DELIVERY TRUCK,16.02.2011,SHP_2208
1599,REGULAR AIR,06.02.2011,SHP_2210
1600,REGULAR AIR,02.04.2010,SHP_2212
1601,REGULAR AIR,22.02.2012,SHP_2213
1602,EXPRESS AIR,08.12.2009,SHP_2214
1603,DELIVERY TRUCK,01.07.2012,SHP_2216
1604,REGULAR AIR,22.05.2009,SHP_2217
1605,REGULAR AIR,06.03.2010,SHP_2218
1606,REGULAR AIR,20.06.2009,SHP_2219
1607,REGULAR AIR,09.05.2012,SHP_2220
1608,REGULAR AIR,03.04.2012,SHP_2221
1609,REGULAR AIR,22.07.2011,SHP_2222
1610,REGULAR AIR,28.01.2012,SHP_2224
1611,REGULAR AIR,27.11.2010,SHP_2226
1612,REGULAR AIR,28.03.2009,SHP_2227
1613,REGULAR AIR,07.12.2012,SHP_2228
1614,EXPRESS AIR,01.02.2010,SHP_2971
1615,REGULAR AIR,26.11.2009,SHP_2232
1616,REGULAR AIR,05.09.2012,SHP_2233
1617,EXPRESS AIR,31.03.2009,SHP_2234
1618,REGULAR AIR,21.03.2010,SHP_2235
1619,DELIVERY TRUCK,05.01.2009,SHP_2236
1620,REGULAR AIR,27.05.2011,SHP_2237
1621,REGULAR AIR,22.05.2011,SHP_2238
1622,REGULAR AIR,09.09.2011,SHP_2239
1623,REGULAR AIR,26.07.2009,SHP_2240
1624,EXPRESS AIR,17.12.2011,SHP_2243
1625,REGULAR AIR,10.11.2012,SHP_2244
1626,REGULAR AIR,13.06.2010,SHP_2246
1627,REGULAR AIR,13.03.2012,SHP_2247
1628,REGULAR AIR,23.12.2012,SHP_2248
1629,DELIVERY TRUCK,27.02.2009,SHP_2249
1630,REGULAR AIR,10.03.2010,SHP_2250
1631,REGULAR AIR,12.09.2010,SHP_2251
1632,REGULAR AIR,26.03.2010,SHP_2252
1633,REGULAR AIR,01.11.2011,SHP_2253
1634,REGULAR AIR,06.11.2010,SHP_2255
1635,REGULAR AIR,14.12.2009,SHP_2256
1636,DELIVERY TRUCK,18.06.2011,SHP_2257
1637,REGULAR AIR,12.03.2012,SHP_2259
1638,REGULAR AIR,23.09.2011,SHP_2261
1639,DELIVERY TRUCK,23.10.2010,SHP_2263
1640,REGULAR AIR,25.04.2012,SHP_2266
1641,REGULAR AIR,21.08.2009,SHP_2267
1642,DELIVERY TRUCK,04.04.2009,SHP_2268
1643,REGULAR AIR,26.05.2012,SHP_2269
1644,REGULAR AIR,05.07.2009,SHP_2271
1645,EXPRESS AIR,18.03.2011,SHP_2272
1646,EXPRESS AIR,17.06.2012,SHP_2273
1647,REGULAR AIR,16.04.2012,SHP_2275
1648,REGULAR AIR,25.03.2011,SHP_2276
1649,REGULAR AIR,07.05.2012,SHP_2278
1650,REGULAR AIR,06.12.2011,SHP_2279
1651,REGULAR AIR,06.10.2010,SHP_2280
1652,REGULAR AIR,19.09.2009,SHP_2281
1653,REGULAR AIR,10.12.2009,SHP_2282
1654,REGULAR AIR,29.08.2011,SHP_2283
1655,REGULAR AIR,20.03.2012,SHP_2285
1656,REGULAR AIR,23.01.2010,SHP_2286
1657,REGULAR AIR,23.10.2012,SHP_2287
1658,DELIVERY TRUCK,23.03.2009,SHP_2288
1659,REGULAR AIR,16.02.2009,SHP_7667
1660,REGULAR AIR,06.07.2009,SHP_2291
1661,REGULAR AIR,30.11.2011,SHP_2294
1662,REGULAR AIR,12.05.2010,SHP_2295
1663,REGULAR AIR,02.05.2010,SHP_2297
1664,REGULAR AIR,05.01.2009,SHP_2300
1665,REGULAR AIR,25.03.2009,SHP_2301
1666,REGULAR AIR,25.03.2009,SHP_2303
1667,REGULAR AIR,04.01.2010,SHP_2304
1668,REGULAR AIR,28.07.2009,SHP_2305
1669,REGULAR AIR,04.01.2011,SHP_2306
1670,EXPRESS AIR,03.02.2012,SHP_2308
1671,REGULAR AIR,28.10.2010,SHP_2309
1672,DELIVERY TRUCK,23.08.2011,SHP_2311
1673,REGULAR AIR,11.06.2010,SHP_2313
1674,DELIVERY TRUCK,14.05.2012,SHP_2315
1675,REGULAR AIR,27.05.2012,SHP_2316
1676,REGULAR AIR,29.02.2012,SHP_2318
1677,REGULAR AIR,12.10.2011,SHP_2319
1678,REGULAR AIR,11.04.2012,SHP_2321
1679,REGULAR AIR,11.12.2012,SHP_2323
1680,REGULAR AIR,26.12.2009,SHP_2324
1681,REGULAR AIR,02.05.2012,SHP_2326
1682,REGULAR AIR,15.07.2011,SHP_2327
1683,REGULAR AIR,13.02.2009,SHP_2328
1684,DELIVERY TRUCK,29.12.2012,SHP_2329
1685,REGULAR AIR,20.08.2011,SHP_2330
1686,DELIVERY TRUCK,07.02.2011,SHP_2331
1687,REGULAR AIR,14.09.2012,SHP_2333
1688,REGULAR AIR,18.11.2010,SHP_2336
1689,EXPRESS AIR,30.07.2010,SHP_2337
1690,REGULAR AIR,03.08.2012,SHP_2339
1691,REGULAR AIR,22.07.2009,SHP_2341
1692,REGULAR AIR,10.12.2010,SHP_2343
1693,EXPRESS AIR,21.02.2011,SHP_2344
1694,EXPRESS AIR,13.12.2009,SHP_2345
1695,REGULAR AIR,25.04.2012,SHP_2347
1696,REGULAR AIR,25.02.2012,SHP_2348
1697,DELIVERY TRUCK,23.01.2012,SHP_2349
1698,REGULAR AIR,06.09.2011,SHP_2351
1699,REGULAR AIR,23.11.2011,SHP_2353
1700,DELIVERY TRUCK,24.12.2009,SHP_2356
1701,REGULAR AIR,23.10.2011,SHP_2357
1702,DELIVERY TRUCK,03.03.2009,SHP_2358
1703,REGULAR AIR,07.08.2012,SHP_2359
1704,REGULAR AIR,23.11.2009,SHP_2361
1705,REGULAR AIR,11.11.2011,SHP_2362
1706,REGULAR AIR,28.01.2009,SHP_2364
1707,REGULAR AIR,20.11.2010,SHP_2365
1708,EXPRESS AIR,11.01.2012,SHP_2366
1709,REGULAR AIR,18.03.2009,SHP_2367
1710,REGULAR AIR,15.04.2011,SHP_2368
1711,REGULAR AIR,23.07.2012,SHP_3951
1712,REGULAR AIR,17.07.2012,SHP_2370
1713,REGULAR AIR,12.10.2009,SHP_2371
1714,REGULAR AIR,24.05.2012,SHP_2372
1715,REGULAR AIR,25.05.2009,SHP_2374
1716,DELIVERY TRUCK,17.04.2009,SHP_2375
1717,REGULAR AIR,26.12.2009,SHP_2376
1718,DELIVERY TRUCK,10.10.2010,SHP_2377
1719,REGULAR AIR,11.02.2010,SHP_2379
1720,DELIVERY TRUCK,03.12.2011,SHP_2380
1721,EXPRESS AIR,04.05.2011,SHP_3965
1722,EXPRESS AIR,05.06.2010,SHP_2383
1723,EXPRESS AIR,29.08.2009,SHP_2384
1724,REGULAR AIR,15.10.2009,SHP_2385
1725,REGULAR AIR,25.12.2009,SHP_2386
1726,DELIVERY TRUCK,28.07.2012,SHP_2387
1727,REGULAR AIR,06.08.2009,SHP_2389
1728,DELIVERY TRUCK,30.01.2011,SHP_2391
1729,REGULAR AIR,23.09.2010,SHP_2392
1730,REGULAR AIR,05.08.2010,SHP_2393
1731,DELIVERY TRUCK,25.07.2012,SHP_2394
1732,EXPRESS AIR,02.02.2010,SHP_2395
1733,REGULAR AIR,18.01.2012,SHP_2396
1734,REGULAR AIR,21.06.2011,SHP_2397
1735,EXPRESS AIR,09.06.2010,SHP_2398
1736,EXPRESS AIR,27.11.2011,SHP_2400
1737,REGULAR AIR,06.08.2012,SHP_2404
1738,DELIVERY TRUCK,17.02.2011,SHP_2406
1739,EXPRESS AIR,28.05.2011,SHP_2407
1740,REGULAR AIR,13.11.2009,SHP_2408
1741,REGULAR AIR,15.09.2012,SHP_2410
1742,REGULAR AIR,30.10.2009,SHP_2412
1743,REGULAR AIR,08.06.2012,SHP_2413
1744,REGULAR AIR,03.12.2010,SHP_2415
1745,REGULAR AIR,17.10.2012,SHP_2416
1746,DELIVERY TRUCK,23.09.2012,SHP_2418
1747,REGULAR AIR,13.07.2011,SHP_2419
1748,DELIVERY TRUCK,24.05.2011,SHP_2420
1749,EXPRESS AIR,14.11.2011,SHP_2422
1750,REGULAR AIR,19.09.2009,SHP_2425
1751,DELIVERY TRUCK,25.02.2009,SHP_2426
1752,REGULAR AIR,22.03.2009,SHP_2428
1753,REGULAR AIR,19.05.2012,SHP_2430
1754,REGULAR AIR,17.02.2010,SHP_2432
1755,REGULAR AIR,02.08.2009,SHP_2434
1756,REGULAR AIR,19.03.2009,SHP_2435
1757,REGULAR AIR,14.01.2009,SHP_2436
1758,EXPRESS AIR,02.09.2012,SHP_2437
1759,REGULAR AIR,10.04.2009,SHP_2439
1760,REGULAR AIR,08.04.2009,SHP_2440
1761,REGULAR AIR,11.12.2009,SHP_2441
1762,REGULAR AIR,02.04.2009,SHP_2443
1763,REGULAR AIR,06.08.2010,SHP_2444
1764,REGULAR AIR,02.10.2010,SHP_2445
1765,REGULAR AIR,24.06.2010,SHP_2447
1766,REGULAR AIR,11.05.2010,SHP_2448
1767,REGULAR AIR,10.12.2012,SHP_2449
1768,REGULAR AIR,10.04.2012,SHP_2451
1769,DELIVERY TRUCK,21.11.2009,SHP_2452
1770,REGULAR AIR,26.07.2009,SHP_2454
1771,EXPRESS AIR,04.04.2009,SHP_2455
1772,REGULAR AIR,01.06.2011,SHP_2456
1773,REGULAR AIR,09.12.2009,SHP_2458
1774,REGULAR AIR,22.03.2011,SHP_2459
1775,REGULAR AIR,21.12.2011,SHP_2460
1776,DELIVERY TRUCK,05.01.2012,SHP_2462
1777,REGULAR AIR,11.10.2010,SHP_2464
1778,REGULAR AIR,10.04.2012,SHP_2465
1779,REGULAR AIR,23.07.2012,SHP_2466
1780,REGULAR AIR,28.09.2009,SHP_2467
1781,REGULAR AIR,21.01.2010,SHP_3869
1782,REGULAR AIR,18.03.2012,SHP_2469
1783,DELIVERY TRUCK,12.09.2011,SHP_2470
1784,REGULAR AIR,18.04.2010,SHP_2471
1785,REGULAR AIR,07.12.2012,SHP_2472
1786,REGULAR AIR,26.01.2009,SHP_2473
1787,REGULAR AIR,07.03.2010,SHP_2474
1788,REGULAR AIR,04.03.2010,SHP_2476
1789,REGULAR AIR,20.08.2010,SHP_2478
1790,DELIVERY TRUCK,21.12.2009,SHP_2481
1791,REGULAR AIR,06.12.2009,SHP_4099
1792,REGULAR AIR,28.06.2010,SHP_2483
1793,REGULAR AIR,14.05.2009,SHP_2484
1794,EXPRESS AIR,27.02.2011,SHP_3052
1795,EXPRESS AIR,10.06.2011,SHP_2727
1796,REGULAR AIR,14.03.2010,SHP_2488
1797,EXPRESS AIR,21.09.2009,SHP_6137
1798,REGULAR AIR,27.02.2010,SHP_2592
1799,REGULAR AIR,21.03.2011,SHP_2730
1800,DELIVERY TRUCK,11.11.2012,SHP_2493
1801,REGULAR AIR,29.11.2010,SHP_2494
1802,DELIVERY TRUCK,16.07.2011,SHP_2495
1803,REGULAR AIR,13.05.2012,SHP_2496
1804,REGULAR AIR,30.12.2009,SHP_4104
1805,REGULAR AIR,16.03.2009,SHP_2498
1806,REGULAR AIR,02.03.2011,SHP_3073
1807,REGULAR AIR,14.07.2012,SHP_2500
1808,REGULAR AIR,17.11.2011,SHP_2501
1809,REGULAR AIR,20.07.2012,SHP_2736
1810,REGULAR AIR,04.09.2012,SHP_2503
1811,REGULAR AIR,23.09.2012,SHP_2504
1812,REGULAR AIR,03.04.2009,SHP_2505
1813,REGULAR AIR,04.01.2010,SHP_2506
1814,REGULAR AIR,26.01.2011,SHP_2507
1815,REGULAR AIR,18.05.2010,SHP_2508
1816,REGULAR AIR,25.09.2011,SHP_2509
1817,REGULAR AIR,15.09.2011,SHP_2510
1818,REGULAR AIR,22.12.2012,SHP_2511
1819,REGULAR AIR,31.10.2009,SHP_6345
1820,REGULAR AIR,07.01.2012,SHP_2514
1821,REGULAR AIR,22.04.2009,SHP_3106
1822,REGULAR AIR,20.07.2011,SHP_2516
1823,REGULAR AIR,01.07.2010,SHP_2517
1824,REGULAR AIR,25.07.2009,SHP_2518
1825,REGULAR AIR,15.10.2010,SHP_2772
1826,REGULAR AIR,27.02.2009,SHP_2520
1827,DELIVERY TRUCK,22.10.2012,SHP_2641
1828,DELIVERY TRUCK,19.04.2009,SHP_2522
1829,REGULAR AIR,10.09.2010,SHP_2523
1830,EXPRESS AIR,21.09.2010,SHP_2524
1831,REGULAR AIR,07.08.2011,SHP_2525
1832,REGULAR AIR,10.06.2009,SHP_2526
1833,REGULAR AIR,22.08.2012,SHP_2527
1834,REGULAR AIR,16.03.2010,SHP_2528
1835,REGULAR AIR,05.11.2012,SHP_2652
1836,REGULAR AIR,28.07.2012,SHP_2530
1837,REGULAR AIR,15.05.2010,SHP_3151
1838,REGULAR AIR,30.10.2012,SHP_3153
1839,REGULAR AIR,22.05.2009,SHP_3155
1840,EXPRESS AIR,03.09.2011,SHP_2534
1841,REGULAR AIR,11.10.2012,SHP_2535
1842,REGULAR AIR,21.12.2009,SHP_2536
1843,EXPRESS AIR,04.03.2012,SHP_2537
1844,REGULAR AIR,16.09.2012,SHP_2538
1845,REGULAR AIR,09.11.2012,SHP_2539
1846,EXPRESS AIR,24.02.2010,SHP_2667
1847,DELIVERY TRUCK,12.03.2010,SHP_2541
1848,REGULAR AIR,30.08.2011,SHP_2668
1849,REGULAR AIR,12.06.2012,SHP_2543
1850,REGULAR AIR,18.03.2010,SHP_2544
1851,REGULAR AIR,04.10.2012,SHP_2545
1852,REGULAR AIR,05.12.2010,SHP_2546
1853,DELIVERY TRUCK,06.01.2009,SHP_2547
1854,REGULAR AIR,03.06.2009,SHP_2548
1855,REGULAR AIR,23.10.2009,SHP_2549
1856,REGULAR AIR,24.10.2010,SHP_2550
1857,REGULAR AIR,11.02.2012,SHP_2551
1858,EXPRESS AIR,02.11.2011,SHP_2552
1859,EXPRESS AIR,14.01.2011,SHP_2553
1860,REGULAR AIR,30.04.2009,SHP_2554
1861,DELIVERY TRUCK,05.08.2010,SHP_2555
1862,REGULAR AIR,24.04.2012,SHP_2556
1863,REGULAR AIR,28.02.2009,SHP_2557
1864,EXPRESS AIR,10.01.2010,SHP_2558
1865,EXPRESS AIR,15.09.2010,SHP_2560
1866,REGULAR AIR,03.06.2009,SHP_2561
1867,REGULAR AIR,25.02.2010,SHP_2563
1868,REGULAR AIR,24.05.2010,SHP_2564
1869,REGULAR AIR,25.07.2010,SHP_2566
1870,EXPRESS AIR,22.01.2011,SHP_2568
1871,EXPRESS AIR,04.01.2010,SHP_2569
1872,REGULAR AIR,18.03.2011,SHP_2571
1873,REGULAR AIR,01.10.2009,SHP_2573
1874,REGULAR AIR,21.05.2011,SHP_2574
1875,REGULAR AIR,12.04.2009,SHP_2575
1876,REGULAR AIR,12.02.2010,SHP_6076
1877,DELIVERY TRUCK,04.06.2010,SHP_2577
1878,REGULAR AIR,22.09.2012,SHP_2715
1879,DELIVERY TRUCK,02.06.2012,SHP_2580
1880,REGULAR AIR,11.12.2012,SHP_2581
1881,REGULAR AIR,13.02.2012,SHP_2582
1882,REGULAR AIR,21.08.2012,SHP_2583
1883,REGULAR AIR,20.10.2010,SHP_2585
1884,REGULAR AIR,25.03.2010,SHP_2586
1885,EXPRESS AIR,27.06.2012,SHP_2588
1886,REGULAR AIR,19.06.2012,SHP_2725
1887,REGULAR AIR,05.04.2012,SHP_2591
1888,REGULAR AIR,02.06.2012,SHP_2593
1889,DELIVERY TRUCK,20.03.2009,SHP_2595
1890,REGULAR AIR,14.05.2012,SHP_2596
1891,REGULAR AIR,20.10.2011,SHP_2597
1892,REGULAR AIR,26.06.2012,SHP_2598
1893,REGULAR AIR,13.08.2012,SHP_2599
1894,REGULAR AIR,16.10.2010,SHP_4106
1895,REGULAR AIR,27.06.2009,SHP_2601
1896,REGULAR AIR,17.06.2009,SHP_2602
1897,EXPRESS AIR,22.12.2011,SHP_2603
1898,EXPRESS AIR,02.07.2011,SHP_2604
1899,REGULAR AIR,15.08.2009,SHP_2605
1900,REGULAR AIR,06.01.2012,SHP_2606
1901,REGULAR AIR,24.08.2012,SHP_2607
1902,REGULAR AIR,29.05.2009,SHP_2745
1903,REGULAR AIR,06.09.2010,SHP_4128
1904,REGULAR AIR,05.08.2012,SHP_2610
1905,REGULAR AIR,17.07.2010,SHP_2612
1906,REGULAR AIR,08.12.2011,SHP_2751
1907,DELIVERY TRUCK,20.01.2009,SHP_4129
1908,REGULAR AIR,31.07.2012,SHP_2615
1909,DELIVERY TRUCK,30.04.2010,SHP_2616
1910,REGULAR AIR,13.12.2012,SHP_3095
1911,REGULAR AIR,29.07.2009,SHP_2618
1912,REGULAR AIR,16.01.2010,SHP_2619
1913,REGULAR AIR,17.06.2009,SHP_2620
1914,DELIVERY TRUCK,04.11.2010,SHP_2622
1915,REGULAR AIR,30.10.2012,SHP_2623
1916,REGULAR AIR,03.12.2010,SHP_2628
1917,REGULAR AIR,22.05.2011,SHP_2629
1918,REGULAR AIR,02.09.2012,SHP_4137
1919,REGULAR AIR,16.01.2011,SHP_2631
1920,REGULAR AIR,16.09.2010,SHP_3108
1921,REGULAR AIR,01.05.2012,SHP_3113
1922,REGULAR AIR,02.01.2012,SHP_2634
1923,REGULAR AIR,06.11.2010,SHP_2635
1924,REGULAR AIR,01.02.2011,SHP_2636
1925,REGULAR AIR,31.10.2011,SHP_2637
1926,REGULAR AIR,28.06.2010,SHP_2638
1927,REGULAR AIR,18.03.2010,SHP_2640
1928,EXPRESS AIR,01.11.2010,SHP_4111
1929,REGULAR AIR,31.07.2009,SHP_2643
1930,DELIVERY TRUCK,30.07.2009,SHP_3133
